TICKER_YEAR,TICKER,YEAR,ACCOCI,ASSETS,ASSETSC,ASSETSNC,CASHNEQ,DEBT,EQUITY,LIABILITIES,LIABILITIESC,LIABILITIESNC,CAPEX,DEPAMOR,NCF,NCFF,NCFI,NCFO,NCFX,PRICE,SHARESBAS,DPS,EBIT,EPS,EPSDIL,INTEXP,NETINC,NETINCCMN,NETINCDIS,PREFDIVIS,REVENUE,SHARESWA,SHARESWADIL,TAXEXP,ASSETSAVG,ASSETTURNOVER,BVPS,CURRENTRATIO,DE,DILUTIONRATIO,DIVYIELD,EBITDA,EBITDAMARGIN,EBT,EPSDILGROWTH1YR,EPSGROWTH1YR,EQUITYAVG,FCF,FCFPS,INTERESTBURDEN,LEVERAGERATIO,MARKETCAP,NCFOGROWTH1YR,NETINCGROWTH1YR,NETMARGIN,PAYOUTRATIO,PB,PE,PE1,PS,PS1,REVENUEGROWTH1YR,ROA,ROE,ROS,SHARESWAGROWTH1YR,SPS,TAXEFFICIENCY,WORKINGCAPITAL
AAPL_2013,AAPL,2013,-471000000,2.07E+11,73286000000,1.34E+11,14259000000,16960000000,1.24E+11,83451000000,43658000000,39793000000,-9076000000,6757000000,3513000000,-16379000000,-33774000000,53666000000,0,68.96428571,6359479000,1.63,50155000000,5.72,5.68,0,37037000000,37037000000,0,0,1.71E+11,6477317000,6521634000,13118000000,1.99E+11,0.85702788,19.52066774,1.67863851,0.67544861,1.00684141,0.02363542,56912000000,0.33299397,50155000000,-0.09984152,-0.10344828,1.27E+11,44590000000,6.88401993,1,1.56489301,4.39E+11,0.05525405,-0.11252486,0.2167047,1.99300699,3.54982174,11.84158886,12.05669331,2.56612794,2.61367824,0.09202086,0.18572197,0.29063501,0.29345855,-0.0101485,26.38591269,0.7384508,29628000000
AAPL_2014,AAPL,2014,1082000000,2.32E+11,68531000000,1.63E+11,13844000000,35295000000,1.12E+11,1.20E+11,63448000000,56844000000,-9813000000,7946000000,-415000000,-37549000000,-22579000000,59713000000,0,100.75,5987867000,1.81,53483000000,6.49,6.45,0,39510000000,39510000000,0,0,1.83E+11,6085572000,6122663000,13973000000,2.21E+11,0.82569574,18.79842874,1.08011285,1.07839745,1.00609491,0.01796526,61429000000,0.33605405,53483000000,0.13556338,0.13461538,1.21E+11,49900000000,8.19972223,1,1.83587022,6.03E+11,0.11267842,0.06677107,0.21614377,1.5192604,5.40828171,15.26898507,15.5238829,3.30029596,3.35414743,0.06953952,0.17846899,0.3276459,0.29258459,-0.06047995,30.03743937,0.73873941,5083000000
ABBV_2013,ABBV,2013,-442000000,29198000000,17848000000,11350000000,9595000000,14723000000,4492000000,24706000000,6879000000,17827000000,-491000000,897000000,3694000000,-3442000000,879000000,6267000000,-10000000,52.81,1590861812,1.6,5610000000,2.58,2.56,278000000,4128000000,4128000000,0,0,18790000000,1589000000,1604000000,1204000000,28132250000,0.66791671,2.82160804,2.59456316,5.5,1.0094399,0.03029729,6507000000,0.34630122,5332000000,-0.2358209,-0.22985075,3646000000,5776000000,3.63499056,0.95044563,7.71592156,84013412292,-0.01229314,-0.21744076,0.21969133,0.62015504,18.70289677,20.35208631,20.46899225,4.47117681,4.46594412,0.02230686,0.14673551,1.13219967,0.29856307,0.00760938,11.8250472,0.77419355,10969000000
ABC_2004,ABC,2004,-13577000,11654003000,8295389000,3358614000,871343000,1438471000,4339045000,7314958000,6103908000,1211050000,-188942000,87088000,71307000,-511552000,-242222000,825081000,0,13.4275,449753720,0.01,877119000,1.05,1.01,112704000,468390000,468390000,-6484000,0,53120791000,446468000,471116000,296025000,12033397500,4.41444663,9.77641113,1.35902917,1.68584516,1.05520664,0.00074474,964207000,0.01815122,764415000,0.04123711,0.03960396,4279075500,636139000,1.42482552,0.8715066,2.81214891,6039068075,1.32538365,0.0615576,0.00881745,0.00952381,1.3917966,12.89324724,12.78809524,0.11368558,0.11285504,0.07132844,0.03892417,0.10946056,0.01651178,0.01921233,118.9800635,0.61274308,2191481000
ABC_2005,ABC,2005,-24814000,11381174000,7987692000,3393482000,966553000,952711000,4280357000,7100817000,6052096000,1048721000,-199157000,90882000,95210000,-929993000,-501435000,1526638000,0,19.325,415187132,0.01,498771000,0.63,0.62,57223000,264645000,264645000,-17105000,0,54577321000,422668000,431080000,176903000,11432804250,4.77374753,10.31709651,1.31982242,1.65893102,1.01990215,0.00051746,589653000,0.01080399,441548000,-0.38613861,-0.4,4209784750,1327481000,3.14071801,0.885272,2.71576932,8023491326,0.85028864,-0.43499007,0.00484899,0.01587302,1.87449115,30.31794036,30.67460317,0.14701145,0.14966032,0.02741921,0.02314786,0.06286426,0.0091388,-0.05330729,129.1257465,0.59935726,1935596000
ABC_2006,ABC,2006,-15303000,12783920000,9210407000,3573513000,1261268000,1095491000,4141157000,8642763000,7459188000,1183575000,-54650000,92820000,294715000,-469848000,-42702000,807265000,0,22.6,403128762,0.02,730522000,1.14,1.13,12464000,467714000,467714000,-298000,0,60812421000,410018000,414892000,250344000,12752102000,4.76881545,10.41260881,1.23477341,2.08704065,1.01188728,0.00088496,823342000,0.01353904,718058000,0.82258065,0.80952381,4289435500,752615000,1.83556576,0.98293823,2.97290914,9110710021,-0.47121387,0.76732604,0.00769109,0.01754386,2.20003975,19.47923308,19.8245614,0.1498166,0.15237688,0.11424342,0.0366774,0.10903859,0.01201271,-0.02992893,148.3164666,0.65135964,1751219000
ABC_2007,ABC,2007,-5247000,12310064000,8937852000,3372212000,640204000,1227553000,3099720000,9210344000,7864110000,1346234000,-97996000,97797000,-621064000,-1154531000,-674437000,1207904000,0,22.665,360349318,0.4,780097000,1.27,1.25,32244000,469167000,469167000,-5636000,0,65672072000,370362000,375772000,278686000,12957743500,5.06817194,8.88992136,1.136537,2.97134709,1.01460733,0.01764836,877894000,0.01336784,747853000,0.10619469,0.11403509,3717378500,1109908000,2.99681933,0.95866668,3.48572078,8167317292,0.4962918,0.0031066,0.00714409,0.31496063,2.63485647,17.40812396,17.84645669,0.12436515,0.12782077,0.07991214,0.03620746,0.1262091,0.01187867,-0.09671771,177.3186018,0.6273519,1073742000
ABC_2008,ABC,2008,-16490000,12217786000,8669761000,3548025000,878114000,1189131000,2710045000,9507741000,8167589000,1340152000,-132411000,95882000,237910000,-662580000,163421000,737069000,0,18.825,316922920,0.07,607329000,0.78,0.77,64496000,250559000,250559000,-218505000,0,70189733000,321284000,324920000,292274000,12347714750,5.68443104,8.66233131,1.06148351,3.50833326,1.01131709,0.00371846,703211000,0.01001872,542833000,-0.384,-0.38582677,2816747750,604658000,1.88200471,0.89380385,4.38367786,5966073969,-0.38979505,-0.46594922,0.00356974,0.08974359,2.20146675,23.81105436,24.13461538,0.08499924,0.08616889,0.06879121,0.02029193,0.0889533,0.00865268,-0.13251359,218.4663195,0.46157658,502172000
ABC_2009,ABC,2009,-46096000,13572740000,9953753000,3618987000,1009368000,1178001000,2716469000,10856271000,9479610000,1376661000,-145729000,94316000,131254000,-504160000,-148349000,783763000,0,22.38,297257202,0.13,873926000,1.67,1.66,58307000,503397000,503397000,-8455000,0,71759990000,300573000,302754000,312222000,12854838250,5.58233317,9.28336016,1.05001714,3.99646416,1.00725614,0.00580876,968242000,0.01349278,815619000,1.15584416,1.14102564,2743825000,638034000,2.12272559,0.93328154,4.68500661,6652616181,0.06335092,1.00909566,0.00701501,0.07784431,2.44899396,13.21544662,13.4011976,0.09270648,0.09374059,0.02237161,0.03916012,0.18346542,0.01217846,-0.06446322,238.7439657,0.61719626,474143000
ABC_2010,ABC,2010,-42536000,14434843000,10748350000,3686493000,1658182000,1343580000,2954297000,11480546000,9906344000,1574202000,-176209000,89519000,648814000,-275439000,-184371000,1108624000,0,30.66,278837313,0.32,1095501000,2.26,2.22,72393000,636748000,636748000,0,0,77776460000,282258000,287246000,386360000,13954296750,5.57365673,10.59411824,1.08499664,3.88605005,1.01767178,0.01043705,1185020000,0.01523623,1023108000,0.3373494,0.35329341,2864567750,932415000,3.3034139,0.93391791,4.87134464,8549152017,0.41448882,0.26490225,0.0081869,0.14159292,2.89380249,13.42627227,13.56637168,0.10991953,0.11126799,0.08384157,0.04563096,0.22228415,0.01408525,-0.06093362,275.5509498,0.62236636,842006000
