TICKER_YEAR,TICKER,YEAR,ACCOCI,ASSETS,ASSETSC,ASSETSNC,CASHNEQ,DEBT,EQUITY,LIABILITIES,LIABILITIESC,LIABILITIESNC,CAPEX,DEPAMOR,NCF,NCFF,NCFI,NCFO,NCFX,PRICE,SHARESBAS,DPS,EBIT,EPS,EPSDIL,INTEXP,NETINC,NETINCCMN,NETINCDIS,PREFDIVIS,REVENUE,SHARESWA,SHARESWADIL,TAXEXP,ASSETSAVG,ASSETTURNOVER,BVPS,CURRENTRATIO,DE,DILUTIONRATIO,DIVYIELD,EBITDA,EBITDAMARGIN,EBT,EPSDILGROWTH1YR,EPSGROWTH1YR,EQUITYAVG,FCF,FCFPS,INTERESTBURDEN,LEVERAGERATIO,MARKETCAP,NCFOGROWTH1YR,NETINCGROWTH1YR,NETMARGIN,PAYOUTRATIO,PB,PE,PE1,PS,PS1,REVENUEGROWTH1YR,ROA,ROE,ROS,SHARESWAGROWTH1YR,SPS,TAXEFFICIENCY,WORKINGCAPITAL
AMT_2009,AMT,2009,-12649000,8519931000,655096000,7864835000,295129000,4211581000,3315082000,5201806000,391244000,4810562000,-250262000,414619000,104216000,-194942000,-543066000,842126000,98000,43.21,401452260,0,679495000,0.62,0.61,249803000,247127000,247127000,8179000,0,1724114000,398375000,406948000,182565000,8431778000,0.20447811,8.25499458,1.67439245,1.56913343,1.02151992,0,1094114000,0.63459493,429692000,-0.27380952,-0.29545455,3178399500,591864000,1.48569564,0.63236963,2.65283769,17346752155,0.08906212,-0.28866917,0.14333565,0,5.23267664,70.19367432,69.69354839,10.0612559,9.98413315,0.08196402,0.029309,0.07775203,0.39411257,0.00613213,4.32786696,0.5751259,263852000
AMT_2010,AMT,2010,38053000,10370084000,1408229000,8961855000,959935000,5587388000,3501444000,6865526000,539461000,6326065000,-346664000,460726000,636670000,910330000,-1300902000,1020977000,6265000,51.64,399079954,0,802113000,0.93,0.92,246018000,373606000,373606000,30000,0,1985335000,401152000,404072000,182489000,9269809000,0.21417216,8.7767147,2.61043708,1.9607699,1.00727904,0,1262839000,0.63608358,556095000,0.50819672,0.5,3458488250,674313000,1.68094139,0.6932876,2.68030663,20608488825,0.21238033,0.51179758,0.18818285,0,5.88571139,55.16102211,55.52688172,10.38035839,10.4342538,0.15151028,0.04030353,0.10802581,0.40401897,0.00697082,4.94908414,0.67183844,868768000
AMT_2011,AMT,2011,-142617000,12242395000,775155000,11467240000,372406000,7236308000,3287220000,8832253000,781497000,8050756000,-523015000,555517000,-553772000,1086095000,-2790812000,1165942000,-14997000,60.01,393025145,0.35,818774000,1,0.99,311854000,381840000,381840000,0,0,2443532000,395711000,400195000,125080000,11217566000,0.21783086,8.35755855,0.99188481,2.68684572,1.0113315,0.00583236,1374291000,0.56241989,506920000,0.07608696,0.07526882,3402891750,642927000,1.62473876,0.61912078,3.29648041,23585438952,0.14198655,0.02203926,0.1562656,0.35,7.1748891,61.76785814,60.01,9.65219156,9.7181527,0.23079077,0.03403947,0.11221045,0.33507808,-0.01356344,6.17504189,0.75325495,-6342000
AMT_2012,AMT,2012,-183347000,14089429000,836267000,13253162000,437934000,8753376000,3573101000,10405248000,632178000,9773070000,-568048000,644276000,38427000,1170366000,-2558385000,1414391000,12055000,77.27,395352861,0.9,1102994000,1.61,1.6,401665000,594025000,594025000,0,0,2875960000,394772000,399287000,107304000,13099574500,0.21954606,9.0410187,1.32283471,2.91210576,1.01143698,0.01164747,1747270000,0.60754322,701329000,0.61616162,0.61,3491592750,846343000,2.14387799,0.63584117,3.75174754,30548915570,0.21308864,0.55569087,0.20654842,0.55900621,8.54969271,51.42698635,47.99378882,10.62216288,10.60655658,0.17696842,0.04534689,0.17013009,0.38352202,-0.00237294,7.28511647,0.84699905,204089000
AMT_2013,AMT,2013,-311220000,20275924000,986936000,19288988000,446492000,14478278000,3534165000,16685884000,932663000,15753221000,-724532000,800145000,-75042000,3525565000,-5173337000,1599047000,-26317000,79.82,394639947,1.1,1000045000,1.4,1.38,458296000,482208000,482208000,0,0,3361407000,395040000,399146000,59541000,16815094500,0.19990414,8.95301029,1.05819144,4.72130871,1.01039388,0.01378101,1800190000,0.53554657,541749000,-0.1375,-0.13043478,3563266500,874515000,2.21373785,0.54172462,4.71901119,31500160570,0.13055513,-0.18823619,0.14345421,0.78571429,8.91304186,65.32484025,57.01428571,9.37112363,9.38062329,0.16879477,0.02867709,0.13532751,0.29750786,0.00067887,8.50902947,0.89009486,54273000
AMZN_2004,AMZN,2004,32000000,3248000000,2539000000,709000000,1779000000,1855000000,-227000000,3475000000,1620000000,1855000000,-89000000,76000000,201000000,-97000000,-317000000,566000000,49000000,44.29,408051981,0,928000000,1.45,1.39,107000000,588000000,588000000,0,0,6921000000,406000000,425000000,233000000,2245834750,3.08170492,-0.55501222,1.56728395,-15.30837004,1.04679803,0,1004000000,0.14506574,821000000,16.375,15.11111111,-660996250,477000000,1.17487685,0.88469828,-3.39765127,18072622239,0.44020356,15.8,0.08495882,0,-79.61507594,30.73575211,30.54482759,2.61127326,2.59814189,0.31477964,0.26181802,-0.88956632,0.13408467,0.0278481,17.04679803,0.71619976,919000000
AMZN_2005,AMZN,2005,6000000,3696000000,2929000000,767000000,1013000000,1480000000,246000000,3450000000,1899000000,1551000000,-204000000,121000000,-290000000,-193000000,-778000000,733000000,-52000000,47.15,414472558,0,546000000,0.87,0.84,92000000,359000000,359000000,0,0,8490000000,412000000,426000000,95000000,2900250000,2.92733385,0.59277108,1.54239073,14.02439024,1.03398058,0,667000000,0.07856302,454000000,-0.39568345,-0.4,6500000,529000000,1.28398058,0.83150183,446.1923077,19542381110,0.295053,-0.38945578,0.04228504,0,79.44057362,54.43560198,54.1954023,2.30181167,2.28808009,0.22670134,0.12378243,55.23076923,0.06431095,0.01477833,20.60679612,0.7907489,1030000000
AMZN_2006,AMZN,2006,-1000000,4363000000,3373000000,990000000,1022000000,1247000000,431000000,3932000000,2532000000,1400000000,-216000000,205000000,9000000,-400000000,-333000000,702000000,40000000,39.46,411922555,0,455000000,0.46,0.45,78000000,190000000,190000000,0,0,10711000000,416000000,424000000,187000000,3446500000,3.10779051,1.04358354,1.3321485,9.12296984,1.01923077,0,660000000,0.0616189,377000000,-0.46428571,-0.47126437,333500000,486000000,1.16826923,0.82857143,10.33433283,16254464020,-0.04229195,-0.47075209,0.01773877,0,37.7133736,85.54981063,85.7826087,1.51754869,1.53257026,0.26160188,0.05512839,0.56971514,0.04247969,0.00970874,25.74759615,0.50397878,841000000
AMZN_2007,AMZN,2007,5000000,6485000000,5164000000,1321000000,2539000000,1299000000,1197000000,5288000000,3714000000,1574000000,-224000000,246000000,1517000000,50000000,42000000,1405000000,20000000,92.64,415177381,0,737000000,1.15,1.12,77000000,476000000,476000000,0,0,14835000000,413000000,424000000,184000000,4687000000,3.16513761,2.87740385,1.39041465,4.41771094,1.02663438,0,983000000,0.06626222,660000000,1.48888889,1.5,715250000,1181000000,2.85956416,0.89552239,6.55295351,38462032576,1.0014245,1.50526316,0.03208628,0,32.13202387,80.80258944,80.55652174,2.59265471,2.57905763,0.38502474,0.1015575,0.66550157,0.04967981,-0.00721154,35.92009685,0.72121212,1450000000
AMZN_2008,AMZN,2008,-123000000,8314000000,6157000000,2157000000,2769000000,409000000,2672000000,5642000000,4746000000,896000000,-333000000,287000000,230000000,-198000000,-1199000000,1697000000,-70000000,51.28,428832397,0,963000000,1.52,1.49,71000000,645000000,645000000,0,0,19166000000,423000000,432000000,247000000,6771250000,2.83049658,6.22843823,1.29730299,2.11152695,1.0212766,0,1250000000,0.06521966,892000000,0.33035714,0.32173913,2224750000,1364000000,3.22458629,0.92627207,3.0436004,21990525318,0.20782918,0.35504202,0.03365334,0,8.22998702,34.0938377,33.73684211,1.14737166,1.13176667,0.29194473,0.09525568,0.28992022,0.05024523,0.02421308,45.30969267,0.72309417,1411000000
AMZN_2009,AMZN,2009,-56000000,13813000000,9797000000,4016000000,3444000000,109000000,5257000000,8556000000,7364000000,1192000000,-373000000,378000000,675000000,-280000000,-2337000000,3293000000,-1000000,134.52,432982766,0,1189000000,2.08,2.04,34000000,902000000,902000000,0,0,24509000000,433000000,442000000,253000000,9360000000,2.61848291,11.97494305,1.33039109,1.62754423,1.02078522,0,1567000000,0.0639357,1155000000,0.36912752,0.36842105,3754000000,2920000000,6.74364896,0.97140454,2.49334044,58244841682,0.94048321,0.39844961,0.03680281,0,11.07948291,64.57299521,64.67307692,2.37646749,2.37656208,0.27877491,0.09636752,0.24027704,0.04851279,0.02364066,56.60277136,0.78095238,2433000000
AMZN_2010,AMZN,2010,-190000000,18797000000,13747000000,5050000000,3777000000,0,6864000000,11933000000,10372000000,1561000000,-979000000,568000000,333000000,181000000,-3360000000,3495000000,17000000,180,448836757,0,1543000000,2.58,2.53,39000000,1152000000,1152000000,0,0,34204000000,447000000,456000000,352000000,14349500000,2.38363706,15.3557047,1.3253953,1.73849068,1.02013423,0,2111000000,0.06171793,1504000000,0.24019608,0.24038462,6184000000,2516000000,5.62863535,0.97472456,2.32042367,80790616260,0.06134224,0.27716186,0.03368027,0,11.77019468,70.13074328,69.76744186,2.36202246,2.35235645,0.39556897,0.08028154,0.18628719,0.04511168,0.03233256,76.51901566,0.76595745,3375000000
AMZN_2011,AMZN,2011,-316000000,25278000000,17490000000,7788000000,5269000000,255000000,7757000000,17521000000,14896000000,2625000000,-1811000000,1083000000,1492000000,-482000000,-1930000000,3903000000,1000000,173.1,454754345,0,987000000,1.39,1.37,65000000,631000000,631000000,0,0,48077000000,453000000,461000000,291000000,19788750000,2.42951172,17.12362031,1.17414071,2.25873405,1.01766004,0,2070000000,0.04305593,922000000,-0.45849802,-0.46124031,7658750000,2092000000,4.61810155,0.93414387,2.58380937,78717977120,0.1167382,-0.45225694,0.01312478,0,10.14799241,124.7511523,124.5323741,1.6373313,1.63101483,0.40559584,0.0318868,0.08238942,0.02052957,0.01342282,106.1302428,0.68438178,2594000000
AMZN_2012,AMZN,2012,-239000000,32555000000,21296000000,11259000000,8084000000,3084000000,8192000000,24363000000,19002000000,5361000000,-3785000000,2159000000,2815000000,2259000000,-3595000000,4180000000,-29000000,250.87,452958533,0,481000000,-0.09,-0.09,92000000,-39000000,-39000000,0,0,61093000000,453000000,453000000,428000000,24187500000,2.52580879,17.96491228,1.12072413,2.97399902,1,0,2640000000,0.04321281,389000000,-1.06569343,-1.0647482,7630250000,395000000,0.87196468,0.80873181,3.16994856,1.14E+11,0.07097105,-1.06180666,-0.00063837,0,13.87130215,-2913.684799,-2787.444444,1.8600119,1.86018218,0.27073237,-0.0016124,-0.00511123,0.00787324,0,134.8631347,-0.10025707,2294000000
AMZN_2013,AMZN,2013,-185000000,40159000000,24625000000,15534000000,8658000000,3191000000,9746000000,30413000000,22980000000,7433000000,-3444000000,3253000000,574000000,-539000000,-4276000000,5475000000,-86000000,398.79,457733620,0,576000000,0.6,0.59,141000000,274000000,274000000,0,0,74452000000,457000000,465000000,161000000,32505000000,2.29047839,21.18695652,1.07158399,3.12056228,1.01750547,0,3829000000,0.05142911,435000000,-7.55555556,-7.66666667,8999500000,2031000000,4.44420131,0.75520833,3.61186733,1.83E+11,0.30980861,-8.02564103,0.00368022,0,18.72969324,666.2028844,664.65,2.45177551,2.44784599,0.21866662,0.00842947,0.03044614,0.00773653,0.00883002,162.9146608,0.62988506,1645000000
AN_2008,AN,2008,-700000,6014100000,2723500000,3290600000,110200000,1258900000,2198100000,3816000000,2455800000,1360200000,-106900000,84000000,76900000,-532200000,-75100000,684200000,0,9.88,176853283,0,-884700000,-6.99,-6.99,169200000,-1243100000,-1243100000,-30800000,0,13238700000,177800000,177800000,189200000,7281725000,1.81807195,12.36276715,1.10900725,1.73604477,1,0,-800700000,-0.06048177,-1053900000,-6.02877698,-5.95744681,2840500000,577300000,3.24690664,1.19125127,2.56353635,1747310436,2.33593369,-5.46035163,-0.09389895,0,0.79491854,-1.4056073,-1.41344778,0.13198505,0.13269158,-0.19203305,-0.17071504,-0.43763422,-0.0668268,-0.03350289,74.4583802,1.17952367,267700000
AN_2009,AN,2009,0,5407300000,2268400000,3138900000,173500000,1112600000,2303200000,3104100000,1863400000,1240700000,-61100000,76700000,63400000,-319900000,14000000,369300000,0,19.15,174474518,0,392400000,1.12,1.12,78300000,198000000,198000000,-35100000,0,10666000000,176500000,177300000,116100000,5331100000,2.0007128,13.29792148,1.21734464,1.34773359,1.00453258,0,469100000,0.04398087,314100000,-1.1602289,-1.1602289,2285400000,308200000,1.74617564,0.80045872,2.33267699,3341187020,-0.46024554,-1.15927922,0.01856366,0,1.45067168,16.87468192,17.09821429,0.31325586,0.31689246,-0.19433177,0.03714055,0.08663691,0.0367898,-0.00731159,60.4305949,0.63037249,405000000
AN_2010,AN,2010,0,5974200000,2628800000,3345400000,95100000,1348700000,2078900000,3895300000,2399400000,1495900000,-144000000,76800000,-78400000,-130000000,-200200000,251800000,0,28.2,147996955,0,471200000,1.44,1.43,98600000,226600000,226600000,-8700000,0,12461000000,156900000,158600000,146000000,5681025000,2.1934422,14.08468835,1.09560724,1.8737313,1.01083493,0,548000000,0.04397721,372600000,0.27678571,0.28571429,2095500000,107800000,0.68706182,0.79074703,2.71105941,4173514131,-0.31816951,0.14444444,0.01818474,0,2.00755887,18.4179794,19.58333333,0.3349261,0.35507423,0.16829177,0.03988717,0.10813648,0.03781398,-0.11104816,79.42001275,0.60815888,229400000
AN_2011,AN,2011,0,6198800000,2676200000,3522600000,86600000,1647000000,1894600000,4304200000,2462600000,1841600000,-149000000,83700000,-8500000,-178700000,-206200000,376400000,0,36.87,139898186,0,567200000,1.94,1.91,108700000,281400000,281400000,-2800000,0,13832300000,144800000,147300000,177100000,5947725000,2.32564552,13.67942238,1.08673759,2.27182519,1.01726519,0,650900000,0.04705653,458500000,0.33566434,0.34722222,2043550000,227400000,1.57044199,0.80835684,2.91048665,5158046118,0.49483717,0.24183583,0.02034369,0,2.72249874,18.32994356,19.00515464,0.37289866,0.38596445,0.11004735,0.04731221,0.13770155,0.04100547,-0.07711918,95.5269337,0.61374046,213600000
AN_2012,AN,2012,0,7203000000,3361100000,3841900000,69700000,2096100000,1688500000,5514500000,3201700000,2312800000,-161500000,87300000,-16900000,-35700000,-297800000,316600000,0,39.7,121762984,0,648300000,2.56,2.52,132400000,316400000,316400000,-900000,0,15667500000,123800000,125800000,199500000,6639950000,2.35958102,13.84016393,1.04978605,3.26591649,1.01615509,0,735600000,0.04695069,515900000,0.31937173,0.31958763,1605825000,155100000,1.25282714,0.79577356,4.13491507,4833990465,-0.15887354,0.12437811,0.02019467,0,2.86289041,15.27809881,15.5078125,0.30853617,0.31369778,0.13267497,0.04765096,0.19703268,0.04137865,-0.14502762,126.5549273,0.61329715,159400000
AN_2013,AN,2013,0,7914100000,3830000000,4084100000,69200000,1839900000,2061700000,5852400000,3751800000,2100600000,-176900000,95300000,-500000,-226800000,-257800000,484100000,0,49.69,121812200,0,745200000,3.09,3.04,141700000,374900000,374900000,-900000,0,17517600000,121300000,123300000,228600000,7484025000,2.34066562,16.99670239,1.02084333,2.83862832,1.01648805,0,840500000,0.04798032,603500000,0.20634921,0.20703125,1931050000,307200000,2.53256389,0.8098497,3.87562466,6052848218,0.52905875,0.18489254,0.02140133,0,2.93585304,16.14523398,16.08090615,0.34552954,0.34407664,0.11808521,0.05009337,0.19414308,0.04254007,-0.02019386,144.4154988,0.62120961,78200000
AON_2007,AON,2007,-726000000,24929000000,18068000000,6861000000,584000000,2145000000,6221000000,18708000000,14482000000,4226000000,-170000000,205000000,303000000,-553000000,-463000000,1263000000,56000000,47.69,291758243,0.6,1491000000,2.83,2.66,138000000,877000000,877000000,404000000,0,7334000000,305000000,326900000,476000000,24533500000,0.29893819,20.39672131,1.24761773,3.00723356,1.07180328,0.01258125,1696000000,0.2312517,1353000000,0.24882629,0.24669604,5610000000,1093000000,3.58360656,0.90744467,4.37317291,13913950609,0.30475207,0.21805556,0.11958004,0.21201413,2.23660997,15.86539408,16.85159011,1.89718443,1.98329016,0.08330871,0.03574704,0.15632799,0.2032997,-0.05266601,24.04590164,0.64818921,3586000000
AON_2008,AON,2008,-1462000000,22940000000,14526000000,8414000000,582000000,1977000000,5310000000,17525000000,12803000000,4722000000,-103000000,222000000,-2000000,-2244000000,1404000000,968000000,-130000000,45.68,269782261,0.6,2261000000,4.99,4.8,126000000,1478000000,1478000000,1682000000,0,7592000000,292800000,304500000,657000000,23560000000,0.32224109,18.93048128,1.13457783,3.30037665,1.03995902,0.01313485,2483000000,0.32705479,2135000000,0.80451128,0.76325088,6041000000,865000000,2.95423497,0.94427245,3.90001655,12323653683,-0.23357086,0.68529076,0.19467861,0.12024048,2.32083873,8.33806068,9.15430862,1.62324206,1.76173656,0.03517862,0.06273345,0.24466148,0.29781349,-0.04,25.92896175,0.69227166,1723000000
AON_2009,AON,2009,-1675000000,22958000000,13989000000,8969000000,217000000,2008000000,5379000000,17527000000,12640000000,4887000000,-140000000,242000000,-365000000,-652000000,-229000000,500000000,16000000,38.34,273922587,0.6,1210000000,2.64,2.57,122000000,792000000,792000000,222000000,0,7611000000,283200000,291100000,296000000,23036250000,0.33039232,19.25886144,1.10672468,3.25841234,1.02789548,0.01564945,1452000000,0.19077651,1088000000,-0.46458333,-0.47094188,5697000000,360000000,1.27118644,0.89917355,4.04357557,10502191986,-0.48347107,-0.46414073,0.10405991,0.22727273,1.9524432,13.26034342,14.52272727,1.37987019,1.42660465,0.00250263,0.0343806,0.13902054,0.15898042,-0.03278689,26.875,0.72794118,1349000000
AON_2010,AON,2010,-1917000000,28982000000,14519000000,14463000000,346000000,4506000000,8251000000,20676000000,12949000000,7727000000,-180000000,305000000,129000000,1823000000,-2539000000,783000000,62000000,46.01,270867656,0.6,1226000000,2.41,2.37,182000000,732000000,732000000,-54000000,26000000,8527000000,293400000,298100000,312000000,24813750000,0.34364012,24.21068075,1.12124488,2.50587808,1.01601909,0.01304064,1531000000,0.17954732,1044000000,-0.07782101,-0.08712121,6218250000,603000000,2.05521472,0.85154976,3.9904716,12462620853,0.566,-0.07575758,0.08584496,0.24896266,1.51043763,17.02543832,19.09128631,1.46154812,1.58312818,0.12035212,0.02949977,0.11771801,0.14377859,0.03601695,29.06271302,0.70114943,1570000000
AON_2011,AON,2011,-2370000000,29552000000,15505000000,14047000000,272000000,4492000000,8078000000,21432000000,13760000000,7672000000,-241000000,582000000,-74000000,-896000000,-186000000,1018000000,-10000000,46.8,323289389,0.45,1633000000,2.92,2.87,245000000,1010000000,1010000000,8000000,31000000,11305000000,335500000,340900000,378000000,29648750000,0.38129769,24.33865622,1.12681686,2.65313196,1.01609538,0.00961538,2215000000,0.195931,1388000000,0.21097046,0.21161826,8283000000,777000000,2.31594635,0.84996938,3.57947,15129943405,0.30012771,0.37978142,0.089341,0.15410959,1.87298136,14.98014199,16.02739726,1.33834086,1.38888987,0.32578867,0.03406552,0.1219365,0.14444936,0.14349012,33.69597615,0.72766571,1745000000
AON_2012,AON,2012,-2610000000,30486000000,16382000000,14104000000,291000000,4165000000,7762000000,22681000000,15350000000,7331000000,-269000000,655000000,19000000,-1586000000,177000000,1419000000,9000000,55.61,318667385,0.62,1608000000,3.02,2.99,228000000,1020000000,993000000,-2000000,27000000,11524000000,328500000,332600000,360000000,30268250000,0.38072898,24.09062694,1.06723127,2.92205617,1.01248097,0.01114907,2263000000,0.19637279,1380000000,0.04181185,0.03424658,8144250000,1150000000,3.50076104,0.85820896,3.71651779,17721093280,0.39390963,0.00990099,0.086168,0.20529801,2.28305762,17.84601539,18.41390728,1.5377554,1.58520349,0.01937196,0.03280665,0.12192651,0.13953488,-0.02086438,35.08066971,0.71956522,1032000000
APA_2008,APA,2008,21764000,29186485000,4450974000,24735511000,1195330000,4921573000,16508721000,12677764000,2520435000,10157329000,-5515000000,7850000000,1055000000,525000000,-6535000000,7065000000,0,74.53,334670227,0.7,2334000000,2.11,2.09,166000000,712000000,706000000,0,6000000,12390000000,334000000,337000000,1456000000,30968037750,0.40008993,49.42730838,1.76595469,0.76794344,1.00898204,0.00939219,10184000000,0.82195319,2168000000,-0.75089392,-0.75029586,16966575750,1550000000,4.64071856,0.92887746,1.82523794,24942972018,0.24440042,-0.74683166,0.05698144,0.33175355,1.5108967,35.32998869,35.32227488,2.01315351,2.00912187,0.23903073,0.0227977,0.04161122,0.18837772,0.00406605,37.09580838,0.32564576,1930539000
APA_2009,APA,2009,-290000000,28186000000,4586000000,23600000000,2048000000,5067000000,15779000000,12407000000,2393000000,10014000000,-3810000000,5213000000,867000000,-110000000,-3247000000,4224000000,0,103.17,336174361,0.6,799000000,-0.87,-0.87,242000000,-285000000,-292000000,0,7000000,8615000000,336000000,336000000,842000000,27026556750,0.31876055,46.80959628,1.9164229,0.78629824,1,0.00581564,6012000000,0.69785258,557000000,-1.41626794,-1.41232227,15208541750,414000000,1.23214286,0.6971214,1.77706431,34683108824,-0.40212314,-1.4002809,-0.03389437,-0.68965517,2.19805494,-118.77777,-118.5862069,4.02589772,4.02380963,-0.30468119,-0.01080419,-0.01919974,0.09274521,0.00598802,25.63988095,-0.52423698,2193000000
APA_2010,APA,2010,-141000000,43425000000,3480000000,39945000000,134000000,8141000000,24377000000,19048000000,3524000000,15524000000,-12369000000,3083000000,-1914000000,4763000000,-13403000000,6726000000,0,119.23,364591339,0.6,4483000000,8.53,8.46,229000000,3032000000,3000000000,0,32000000,12092000000,352000000,359000000,1222000000,35003479250,0.34545137,64.83244681,0.98751419,0.7813923,1.01988636,0.00503229,7566000000,0.62570294,4254000000,-10.72413793,-10.8045977,20189169500,-5643000000,-16.03125,0.94891814,1.73377509,43470225349,0.59232955,-11.63859649,0.24809792,0.07033998,1.78324754,14.49007512,13.97772567,3.59495744,3.47080384,0.40359837,0.08570577,0.14859452,0.37074099,0.04761905,34.35227273,0.70521862,-44000000
APA_2011,APA,2011,-9000000,52051000000,4803000000,47248000000,295000000,7216000000,28993000000,23058000000,4963000000,18095000000,-6656000000,4204000000,161000000,-1147000000,-8645000000,9953000000,0,90.58,384059497,0.6,7005000000,11.75,11.47,158000000,4584000000,4508000000,0,76000000,16888000000,384000000,400000000,2263000000,47732000000,0.35380877,75.50260417,0.96776143,0.79529542,1.04166667,0.00662398,11209000000,0.66372572,6847000000,0.35579196,0.37749121,27190250000,3297000000,8.5859375,0.97744468,1.7554822,34788109238,0.47977996,0.51187335,0.2669351,0.05106383,1.1998796,7.71697188,7.70893617,2.05993067,2.05961156,0.39662587,0.09444398,0.16579472,0.41479157,0.05323402,43.97916667,0.65839054,-160000000
APA_2012,APA,2012,-131000000,60737000000,4962000000,55775000000,160000000,12345000000,31331000000,29406000000,5536000000,23870000000,-9504000000,7109000000,-135000000,4785000000,-13424000000,8504000000,0,78.5,391283519,0.66,4365000000,4.95,4.92,165000000,2001000000,1925000000,0,76000000,17157000000,389000000,391000000,2199000000,57500250000,0.29838131,79.92602041,0.89631503,0.93855925,1.00514139,0.00840764,11474000000,0.66876494,4200000000,-0.57105493,-0.5787234,30608250000,-1000000000,-2.57069409,0.96219931,1.87858666,30715756242,-0.14558425,-0.56348168,0.1121991,0.13333333,0.9803631,15.95623701,15.85858586,1.79027547,1.77982748,0.01592847,0.03347812,0.06289154,0.25441511,0.01302083,44.10539846,0.45833333,-574000000
APA_2013,APA,2013,-115000000,61637000000,150000000,61487000000,1906000000,9725000000,33396000000,28241000000,4700000000,23541000000,-10913000000,6700000000,1746000000,-973000000,-7116000000,9835000000,0,85.94,399236209,0.77,4071000000,5.53,5.5,174000000,2232000000,2188000000,0,44000000,16453000000,395000000,406000000,1665000000,61754500000,0.26642593,83.90954774,0.03191489,0.8456402,1.0278481,0.00895974,10771000000,0.65465265,3897000000,0.11788618,0.11717172,32771250000,-1078000000,-2.72911392,0.95725866,1.88441088,34310359802,0.15651458,0.11544228,0.13298487,0.13924051,1.02737932,15.68115165,15.54068716,2.08535585,2.06322859,-0.04103281,0.03543062,0.06676584,0.24743208,0.01542416,41.65316456,0.56145753,-4550000000
APD_2004,APD,2004,-440700000,10040400000,2416900000,7623500000,146300000,2393700000,4275100000,5427500000,1705600000,3721900000,-686500000,697300000,70100000,-256800000,-762700000,1085900000,3700000,54.38,227291877,1.04,974900000,2.7,2.64,120900000,624800000,624800000,-4300000,0,7031900000,223800000,228900000,229200000,9756950000,0.72070678,19.00044444,1.41703799,1.26956095,1.0227882,0.01912468,1672200000,0.23780202,854000000,0.48314607,0.49171271,3934750000,399400000,1.78462913,0.87598728,2.4796874,12360132271,0.04816602,0.50445461,0.08885223,0.38518519,2.89119138,19.78254205,20.14074074,1.75772299,1.73071915,0.11665317,0.0640364,0.15879027,0.13863963,0.01866181,31.4204647,0.73161593,711300000
APD_2005,APD,2005,-433200000,10408800000,2414700000,7994100000,55800000,2493700000,4364400000,5652200000,1943200000,3709000000,-917200000,699600000,-90500000,-469800000,-973400000,1352900000,-200000,55.14,221695571,1.25,1103300000,3.15,3.08,110000000,734400000,734400000,7100000,0,7673000000,225700000,231400000,258900000,10519825000,0.72938476,19.70383747,1.242641,1.2950692,1.02525476,0.02266957,1802900000,0.23496677,993300000,0.16666667,0.16666667,4520300000,435700000,1.93043864,0.9002991,2.32724045,12224293785,0.24587899,0.17541613,0.09571224,0.3968254,2.8009105,16.64528021,17.5047619,1.59315702,1.62193379,0.09117024,0.06981105,0.16246709,0.14378991,0.00848972,33.99645547,0.73935367,471500000
APD_2006,APD,2006,-221700000,11180700000,2612600000,8568100000,35200000,2849800000,4746000000,6078700000,2323400000,3755300000,-1208700000,704700000,-19300000,-422600000,-946700000,1347500000,2500000,66.37,220338548,1.34,1122700000,3.26,3.18,118400000,742300000,742300000,-4500000,0,7885000000,221700000,227500000,262000000,11032225000,0.71472436,21.67123288,1.12447276,1.28080489,1.02616148,0.02018984,1827400000,0.2317565,1004300000,0.03246753,0.03492063,4731425000,138800000,0.62607127,0.89453995,2.33169183,14623869431,-0.00399143,0.01075708,0.09414077,0.41104294,3.08130414,19.70075365,20.35889571,1.85464419,1.86610387,0.02762935,0.0672847,0.1568872,0.14238427,-0.01772264,35.56608029,0.73912178,289200000
APD_2007,APD,2007,-142900000,12659500000,2858400000,9801100000,40500000,3667800000,5318300000,6986600000,2422700000,4563900000,-1013200000,789800000,9500000,-14900000,-1483100000,1499900000,7600000,97.76,216098027,1.48,1506000000,4.79,4.64,162400000,1056400000,1056400000,16000000,0,9148200000,216200000,223200000,287200000,12151575000,0.75284068,24.6674397,1.17984067,1.31369046,1.03237743,0.01513912,2295800000,0.25095647,1343600000,0.4591195,0.46932515,5154850000,486700000,2.25115634,0.89216467,2.35730914,21125743120,0.11309833,0.42314428,0.11547627,0.30897704,3.97227368,19.99786361,20.4091858,2.30927867,2.31036838,0.16020292,0.08693523,0.20493322,0.16462255,-0.0248083,42.31359852,0.78624591,435700000
APD_2008,APD,2008,-549300000,12571300000,2848100000,9723200000,103500000,3966800000,4894500000,7404400000,2212000000,5192400000,-1085100000,869000000,63000000,-677700000,-919800000,1658800000,1700000,68.49,211838019,1.7,1493800000,4.29,4.15,162000000,966500000,966500000,-175400000,0,10414500000,212200000,219200000,365300000,12972475000,0.80281519,23.2628327,1.28756781,1.51280008,1.03298775,0.02482114,2362800000,0.22687599,1331800000,-0.10560345,-0.10438413,5293525000,573700000,2.70358153,0.89155175,2.45063072,14508785921,0.1059404,-0.08510034,0.0928033,0.3962704,2.964304,15.0116771,15.96503497,1.39313322,1.39551375,0.13842067,0.0745039,0.18258155,0.14343463,-0.01850139,49.07869934,0.72570957,636100000
